company_name,location,job_title,job_description,rating,employer_estimate,min_salary,max_salary,avg_salary,Size,Founded,Type,Industry,Sector,Revenue,skills,age,seniority,job_simp
Infowiz Software Solution,Chandigarh,data science,"Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.…
Skills: Machine learning, Data science",4.5,0,600000,700000,650000.0,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Machine learning, Data science",,1.0,data scientist
Tata Technologies,Bengaluru,junior data engineer,"Bachelor's degree in Computer Science, Software Engineering, or a related field• Up to 2 years of experience in software developm ent with exposure to AI or……
Skills: Ontology, Azure, AWS, Analysis skills, Machine learning",3.8,0,200000,600000,400000.0,10000+ Employees,1989,Company - Private,Research and development,Management and consulting,$100 to $500 million (USD)," Ontology, Azure, AWS, Analysis skills, Machine learning",35.0,0.0,data engineer
Gururo,Remote,data scientist,"Analyze data and interpret data problems. Lead data collection and data mining processes. Expertise in statistical data analysis and predictive data modeling.…
Skills: MATLAB, Data modeling, Data mining, R, Databases",5.0,0,600000,900000,750000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," MATLAB, Data modeling, Data mining, R, Databases",,1.0,data scientist
myOnsite Healthcare LLC,Vadodara,android developer,"*Problem-Solving Skills: *Ability to diagnose and resolve complex technical issues, optimize application performance, and innovate solutions that enhance user……
Skills: Git, Java, Project management, Quality assurance, Machine learning",3.3,0,600000,800000,700000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Git, Java, Project management, Quality assurance, Machine learning",,1.0,software developer
Smart Capital Center,Remote,ai prompt engineer  junior,"*Collaboration:* Although working independently, you will communicate and collaborate with AI researchers, data scientists, and other stakeholders to align……
Skills: Research, Analysis skills, Machine learning, Natural language processing, Data science",3.8,0,400000,800000,600000.0,1 to 50 Employees,2020,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable," Research, Analysis skills, Machine learning, Natural language processing, Data science",4.0,0.0,ai engineer
Boston Consulting Group,Delhi,global it software engineer senior manager – gen ai llm,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Node.js, React",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Cloud infrastructure, Azure, Node.js, React",61.0,2.0,nlp engineer
Boston Consulting Group,Bengaluru,engineering lead india  x delivery,"Provide solutions to business problems and translate them into technically feasible solutions. Be flexible with working hours to work on critical issues and/or……
Skills: Microsoft Powerpoint, CI/CD, Cloud infrastructure, Azure, Cloud architecture",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, CI/CD, Cloud infrastructure, Azure, Cloud architecture",61.0,2.0,other
Boston Consulting Group,Delhi,global it platform engineer expert senior manager – gen ai llm,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Node.js, React",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Cloud infrastructure, Azure, Node.js, React",61.0,2.0,nlp engineer
Boston Consulting Group,Delhi,global it platform engineer expert senior manager – gen ai llm ops,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Go, Kubernetes",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Cloud infrastructure, Azure, Go, Kubernetes",61.0,2.0,nlp engineer
Boston Consulting Group,Bengaluru,data architect,"Keep pace with industry trends to ensure our cloud data center designs and infrastructure layer architectures remain cutting-edge and client-focused.…
Skills: Azure, Cloud architecture, PCI, Kubernetes, Big data",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, Cloud architecture, PCI, Kubernetes, Big data",61.0,1.0,data architect
Boston Consulting Group,Bengaluru,software engineer client ops  x delivery,"Optimizing components for maximum performance across a vast array of web-capable devices and browsers. You will report to the Solution Delivery Manager - X……
Skills: Microsoft Powerpoint, Azure, Node.js, React, Big data",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Azure, Node.js, React, Big data",61.0,1.0,software developer
Boston Consulting Group,Delhi,global it solution architect expert senior manager,"Agile Coaches and Scrum Masters, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: Cloud infrastructure, Azure, Node.js, React, Enterprise Software",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Cloud infrastructure, Azure, Node.js, React, Enterprise Software",61.0,2.0,manager
Boston Consulting Group,Gurgaon,solution analystsenior solution analyst implementation india  x delivery,"Implementing and customizing our software solutions for client projects. This is a client-facing, execution focused position and the successful candidate will……
Skills: Power BI, Azure, Customer service, C#, Spark",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Power BI, Azure, Customer service, C#, Spark",61.0,2.0,analyst
Boston Consulting Group,Bengaluru,senior software engineer client ops  x delivery,"Optimizing components for maximum performance across a vast array of web-capable devices and browsers. You will report to the Solution Delivery Manager - X……
Skills: Microsoft Powerpoint, Azure, Node.js, React, Big data",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Azure, Node.js, React, Big data",61.0,2.0,software developer
BlackRock Investments,Gurgaon,aladdin financial engineering data scientist associate,"Aladdin Financial Engineering Data Scientist Associate Location: Gurgaon, Haryana Category: Data Science Job Requisition #: R244676 Date posted: Aug. 19,……
Skills: Data science",3.9,0,-1,-1,-1.0,10000+ Employees,1988,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD), Data science,36.0,1.0,data scientist
Boston Consulting Group,Delhi,global it data engineer senior specialist,"Bachelor's degree in information science, data management, computer science or related field preferred. You are good at analyzing performance bottlenecks and……
Skills: Jira, Computer science, Data modeling, Azure, Oracle",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Jira, Computer science, Data modeling, Azure, Oracle",61.0,2.0,data engineer
McKinsey & Company,Gurgaon,research science analyst  performance lens,"You will conduct detailed secondary research on industry structure and dynamics including gathering and triangulating data/information from industry reports,……
Skills: English, Research, Analysis skills, Data management",3.9,0,-1,-1,-1.0,1001 to 5000 Employees,2009,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable," English, Research, Analysis skills, Data management",15.0,1.0,analyst
Tata Technologies,Bengaluru,junior machine learning engineer,"Experience level : 3- 5 Years relevant experience Skillset for junior ML EngineerBachelor’s degree in Computer Science, Mathematic s, Statistics, or a related……
Skills: TensorFlow, Azure, Git, English, AWS",3.8,0,-1,-1,-1.0,10000+ Employees,1989,Company - Private,Research and development,Management and consulting,$100 to $500 million (USD)," TensorFlow, Azure, Git, English, AWS",35.0,0.0,machine learning engineer
S&P Global,Gurgaon,data scientist  ml engineer,"In this role you will gain a strong understanding of various commodities and Commodity Insights businesses to design and implement advanced strategic solutions……
Skills: English, SQL, Machine learning, Agile, Predictive analytics",4.1,0,-1,-1,-1.0,10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)," English, SQL, Machine learning, Agile, Predictive analytics",164.0,1.0,data scientist
Bhoruka Extrusions,India,it traineeassistant engineer in aiml,"To research, modify, and apply data science and data analytics prototypes. To better comprehend data through exploration and visualization, as well as to spot……
Skills: Machine learning, Data science, AI, Communication skills",,0,-1,-1,-1.0,,,,,,," Machine learning, Data science, AI, Communication skills",,0.0,machine learning engineer
Bain & Company Inc,Delhi,associate data science,"We are first and foremost business thought partners working on intelligent ways of using analytical techniques and algorithms across the spectrum of disciplines……
Skills: Azure, R, Git, SQL, AWS",4.3,0,-1,-1,-1.0,10000+ Employees,1973,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, R, Git, SQL, AWS",51.0,1.0,data scientist
Boston Consulting Group,Delhi,incident response  cyber security manager,"Requires strong analytical skills and abilities including an extensive knowledge of software, database, operating systems, client server architecture and voice……
Skills: Operating systems, Management, Information security, Analysis skills, Incident response",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Operating systems, Management, Information security, Analysis skills, Incident response",61.0,2.0,manager
BridgeNext,Pune,pythondata sciencemachine learning,"Collaborate with data engineers, analysts, and stakeholders to understand business requirements and translate them into technical solutions.…
Skills: TensorFlow, Azure, Relational databases, Software deployment, Git",4.1,0,-1,-1,-1.0,501 to 1000 Employees,1995,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD)," TensorFlow, Azure, Relational databases, Software deployment, Git",29.0,1.0,data scientist
Boston Consulting Group,Gurgaon,software engineering director india  x delivery,"14+ years of technology and software engineering in a complex and fast-paced business environment (ideally an agile environment) with exposure to a variety of……
Skills: CI/CD, Azure, Oracle, Management, Node.js",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Azure, Oracle, Management, Node.js",61.0,2.0,director
CRISIL,Pune,data analyst,"Employ statistical techniques to scrutinize data and produce actionable business insights. Engage with managers from various departments to specify data……
Skills: Data analysis skills, SQL, Analysis skills, Python",3.8,0,-1,-1,-1.0,1001 to 5000 Employees,1987,Company - Public,Research and development,Management and consulting,$5 to $10 billion (USD)," Data analysis skills, SQL, Analysis skills, Python",37.0,1.0,analyst
Vertoz,Mumbai,data science intern  vertoz,"Collaboration: Work closely with cross-functional teams to understand business requirements and deliver data-driven solutions.…
Skills: Tableau, Databases, SQL, Analysis skills, Database management",3.7,0,-1,-1,-1.0,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Tableau, Databases, SQL, Analysis skills, Database management",,0.0,data scientist
Amex,Gurgaon,analystdata analytics,"Flexible working model with hybrid, onsite or virtual arrangements depending on role and business need. The leader will collaborate with stakeholders across……
Skills: Microsoft Powerpoint, Data mining, CSS, Apache Hive, Microsoft Office",4.1,0,-1,-1,-1.0,10000+ Employees,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD)," Microsoft Powerpoint, Data mining, CSS, Apache Hive, Microsoft Office",174.0,1.0,analyst
Caterpillar,Bengaluru,data engineer,"The data engineer will work with data scientists, business intelligence analysts, and others as part of a team that assembles large, complex data sets,……
Skills: Statistics, Data modeling, Azure, Data structures, Git",4.1,0,-1,-1,-1.0,10000+ Employees,1925,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD)," Statistics, Data modeling, Azure, Data structures, Git",99.0,1.0,data engineer
Optum,Gurgaon,data scientist,"At least 3-4 years hands on experience of solving real world business problems leveraging data science tools. Proven excellent interpersonal and team skills.…
Skills: Microsoft Powerpoint, TensorFlow, Microsoft Excel, Microsoft Access, R",3.5,0,-1,-1,-1.0,10000+ Employees,--,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD)," Microsoft Powerpoint, TensorFlow, Microsoft Excel, Microsoft Access, R",,1.0,data scientist
Amex,Gurgaon,analystdata science,"We back our colleagues and their loved ones with benefits and programs that support their holistic well-being. Excellent written, oral communication skills.…
Skills: Computer science, Big data, Apache Hive, Java, Analysis skills",4.1,0,-1,-1,-1.0,10000+ Employees,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD)," Computer science, Big data, Apache Hive, Java, Analysis skills",174.0,1.0,data scientist
Maskoid Technologies,Vadodara,data analytics  fresher,"Fetch relevant companies from target industry verticals on a daily basis. Extract and compile data from primary and secondary sources to fill in missing……
Skills: Power BI, Research, Tableau, SQL, Analysis skills",4.5,0,-1,-1,-1.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Power BI, Research, Tableau, SQL, Analysis skills",,0.0,analyst
Ecozen Solutions,Pune,data science intern,"Compile, verify accuracy and sort information according to priorities to prepare source data for computer entry.…
Skills: Microsoft Office, Data entry, Clerical experience, Data science",3.8,0,-1,-1,-1.0,201 to 500 Employees,--,Company - Private,Electronics Manufacturing,Manufacturing,Unknown / Non-Applicable," Microsoft Office, Data entry, Clerical experience, Data science",,0.0,data scientist
Thoucentric,Bengaluru,junior data analyst,"Building capabilities that address a market need, basis our ongoing research efforts. Solving a specific use case for a current or potential client based on……
Skills: Data analysis skills, Apache Hive, SQL, Analysis skills, Presentation skills",4.1,0,-1,-1,-1.0,201 to 500 Employees,2015,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable," Data analysis skills, Apache Hive, SQL, Analysis skills, Presentation skills",9.0,0.0,analyst
Transorg Analytics,Gurgaon,data science ops associate,"Prior experience in organizing datasets, case studies, popular problems in ML is mandatory. Pickl (TransOrg’s education brand) is looking for an operations……
Skills: Learning technology, Big data, Git, Machine learning, Deep learning",3.5,0,-1,-1,-1.0,51 to 200 Employees,--,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable," Learning technology, Big data, Git, Machine learning, Deep learning",,1.0,data scientist
Kennametal,Bengaluru,analyst advanced analytics and data scienceindia,"Collaborate with IT and business stakeholders to implement technology solutions that support commercial excellence initiatives. Pricing and Margin Analysis:…
Skills: Power BI, Microsoft Excel, Business analysis, Tableau, SQL",3.6,0,-1,-1,-1.0,5001 to 10000 Employees,1938,Company - Public,Machinery Manufacturing,Manufacturing,$2 to $5 billion (USD)," Power BI, Microsoft Excel, Business analysis, Tableau, SQL",86.0,1.0,data scientist
FELIX HOSPITAL,Noida,data analyst,"Proficiency in using query languages such as SQL and experience of working with relationaland non-relational databases like mySQL, PostGres, Presto, Mongo ……
Skills: Statistics, Data mining, Relational databases, Tableau, SQL",,0,800000,1000000,900000.0,,,,,,," Statistics, Data mining, Relational databases, Tableau, SQL",,1.0,analyst
Boston Consulting Group,Delhi,global it software engineer senior manager – gen ai llm,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Node.js, React",4.2,0,600000,700000,650000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Cloud infrastructure, Azure, Node.js, React",61.0,2.0,nlp engineer
Boston Consulting Group,Bengaluru,engineering lead india  x delivery,"Provide solutions to business problems and translate them into technically feasible solutions. Be flexible with working hours to work on critical issues and/or……
Skills: Microsoft Powerpoint, CI/CD, Cloud infrastructure, Azure, Cloud architecture",4.2,0,85000,900000,492500.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, CI/CD, Cloud infrastructure, Azure, Cloud architecture",61.0,2.0,other
Boston Consulting Group,Delhi,global it platform engineer expert senior manager – gen ai llm,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Node.js, React",4.2,0,900000,1000000,950000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Cloud infrastructure, Azure, Node.js, React",61.0,2.0,nlp engineer
Boston Consulting Group,Delhi,global it platform engineer expert senior manager – gen ai llm ops,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Go, Kubernetes",4.2,1,400000,600000,500000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Cloud infrastructure, Azure, Go, Kubernetes",61.0,2.0,nlp engineer
Boston Consulting Group,Bengaluru,data architect,"Keep pace with industry trends to ensure our cloud data center designs and infrastructure layer architectures remain cutting-edge and client-focused.…
Skills: Azure, Cloud architecture, PCI, Kubernetes, Big data",4.2,1,10000,30000,20000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, Cloud architecture, PCI, Kubernetes, Big data",61.0,1.0,data architect
Boston Consulting Group,Bengaluru,software engineer client ops  x delivery,"Optimizing components for maximum performance across a vast array of web-capable devices and browsers. You will report to the Solution Delivery Manager - X……
Skills: Microsoft Powerpoint, Azure, Node.js, React, Big data",4.2,0,500000,900000,700000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Azure, Node.js, React, Big data",61.0,1.0,software developer
Boston Consulting Group,Delhi,global it solution architect expert senior manager,"Agile Coaches and Scrum Masters, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: Cloud infrastructure, Azure, Node.js, React, Enterprise Software",4.2,1,12000,20000,16000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Cloud infrastructure, Azure, Node.js, React, Enterprise Software",61.0,2.0,manager
Boston Consulting Group,Gurgaon,solution analystsenior solution analyst implementation india  x delivery,"Implementing and customizing our software solutions for client projects. This is a client-facing, execution focused position and the successful candidate will……
Skills: Power BI, Azure, Customer service, C#, Spark",4.2,0,800000,800000,800000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Power BI, Azure, Customer service, C#, Spark",61.0,2.0,analyst
Boston Consulting Group,Bengaluru,senior software engineer client ops  x delivery,"Optimizing components for maximum performance across a vast array of web-capable devices and browsers. You will report to the Solution Delivery Manager - X……
Skills: Microsoft Powerpoint, Azure, Node.js, React, Big data",4.2,0,700000,900000,800000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Azure, Node.js, React, Big data",61.0,2.0,software developer
BlackRock Investments,Gurgaon,aladdin financial engineering data scientist associate,"Aladdin Financial Engineering Data Scientist Associate Location: Gurgaon, Haryana Category: Data Science Job Requisition #: R244676 Date posted: Aug. 19,……
Skills: Data science",3.9,1,400000,400000,400000.0,10000+ Employees,1988,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD), Data science,36.0,1.0,data scientist
Boston Consulting Group,Delhi,global it data engineer senior specialist,"Bachelor's degree in information science, data management, computer science or related field preferred. You are good at analyzing performance bottlenecks and……
Skills: Jira, Computer science, Data modeling, Azure, Oracle",4.2,1,20000,20000,20000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Jira, Computer science, Data modeling, Azure, Oracle",61.0,2.0,data engineer
McKinsey & Company,Gurgaon,research science analyst  performance lens,"You will conduct detailed secondary research on industry structure and dynamics including gathering and triangulating data/information from industry reports,……
Skills: English, Research, Analysis skills, Data management",3.9,0,700000,900000,800000.0,1001 to 5000 Employees,2009,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable," English, Research, Analysis skills, Data management",15.0,1.0,analyst
Tata Technologies,Bengaluru,junior machine learning engineer,"Experience level : 3- 5 Years relevant experience Skillset for junior ML EngineerBachelor’s degree in Computer Science, Mathematic s, Statistics, or a related……
Skills: TensorFlow, Azure, Git, English, AWS",3.8,0,700000,800000,750000.0,10000+ Employees,1989,Company - Private,Research and development,Management and consulting,$100 to $500 million (USD)," TensorFlow, Azure, Git, English, AWS",35.0,0.0,machine learning engineer
S&P Global,Gurgaon,data scientist  ml engineer,"In this role you will gain a strong understanding of various commodities and Commodity Insights businesses to design and implement advanced strategic solutions……
Skills: English, SQL, Machine learning, Agile, Predictive analytics",4.1,0,96000,200000,148000.0,10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)," English, SQL, Machine learning, Agile, Predictive analytics",164.0,1.0,data scientist
Bhoruka Extrusions,India,it traineeassistant engineer in aiml,"To research, modify, and apply data science and data analytics prototypes. To better comprehend data through exploration and visualization, as well as to spot……
Skills: Machine learning, Data science, AI, Communication skills",,0,300000,500000,400000.0,,,,,,," Machine learning, Data science, AI, Communication skills",,0.0,machine learning engineer
Bain & Company Inc,Delhi,associate data science,"We are first and foremost business thought partners working on intelligent ways of using analytical techniques and algorithms across the spectrum of disciplines……
Skills: Azure, R, Git, SQL, AWS",4.3,0,400000,900000,650000.0,10000+ Employees,1973,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, R, Git, SQL, AWS",51.0,1.0,data scientist
Boston Consulting Group,Delhi,incident response  cyber security manager,"Requires strong analytical skills and abilities including an extensive knowledge of software, database, operating systems, client server architecture and voice……
Skills: Operating systems, Management, Information security, Analysis skills, Incident response",4.2,1,4000,5000,4500.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Operating systems, Management, Information security, Analysis skills, Incident response",61.0,2.0,manager
BridgeNext,Pune,pythondata sciencemachine learning,"Collaborate with data engineers, analysts, and stakeholders to understand business requirements and translate them into technical solutions.…
Skills: TensorFlow, Azure, Relational databases, Software deployment, Git",4.1,0,700000,800000,750000.0,501 to 1000 Employees,1995,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD)," TensorFlow, Azure, Relational databases, Software deployment, Git",29.0,1.0,data scientist
Boston Consulting Group,Delhi,global it software engineer senior manager,"As a valued member of our dynamic squad, you will play a crucial role in developing and implementing technical solutions across the entire spectrum of BCG’s……
Skills: CI/CD, Azure, Oracle, CSS, Bootstrap",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Azure, Oracle, CSS, Bootstrap",61.0,2.0,manager
Clarivate,Noida,associate data scientist,"Participate in impactful, real-world projects at Clarivate that push the boundaries of AI and data science in IP.…
Skills: Analysis skills, Machine learning, Data science, AI, Python",3.6,0,-1,-1,-1.0,10000+ Employees,2016,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)," Analysis skills, Machine learning, Data science, AI, Python",8.0,1.0,data scientist
Syneos - Clinical and Corporate - Prod,Salem,sr solutions architect data modeler,"The Solution Architect will be responsible for designing and overseeing the implementation of complex software solutions that address our customers' business……
Skills: Data modeling, Azure, Oracle, Cloud architecture, Kubernetes",3.8,0,-1,-1,-1.0,10000+ Employees,--,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Unknown / Non-Applicable," Data modeling, Azure, Oracle, Cloud architecture, Kubernetes",,2.0,data architect
Boston Consulting Group,Delhi,global it software engineer senior specialist,"Provide exceptional Level 3 technical support for enterprise AI tools, working closely with internal teams and vendors to ensure smooth operations and rapid……
Skills: CI/CD, React, Kubernetes, Git, Test-driven development",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, React, Kubernetes, Git, Test-driven development",61.0,2.0,software developer
Amex,Gurgaon,analystdata analytics,"Deliver read out of campaigns uncovering insights and learnings that can be utilized to further optimize the channels. Strong programming skills are preferred.…
Skills: Computer science, Big data, Spark, Apache Hive, SQL",4.1,0,-1,-1,-1.0,10000+ Employees,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD)," Computer science, Big data, Spark, Apache Hive, SQL",174.0,1.0,analyst
Atlassian,Bengaluru,software engineer data science,"You'll be responsible for the design, build and maintenance of tools that enable our Support Engineers and related teams to be more effective and efficient at……
Skills: Software deployment, Microservices, SQL, Docker, Machine learning",3.8,0,-1,-1,-1.0,5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable," Software deployment, Microservices, SQL, Docker, Machine learning",22.0,1.0,data scientist
VARAISYS PRIVATE LIMITED,Noida,data scientist  freshers bsc hons statistics,"Job type:* Full Time, Permanent. A degree in B.Sc. (Hons.) Statistics from a renowned university. Excellent verbal and written communication in English are……
Skills: Big data, R, English, SQL, Data science",,0,-1,-1,-1.0,,,,,,," Big data, R, English, SQL, Data science",,0.0,data scientist
Boston Consulting Group,Bengaluru,software engineering senior manager india  x delivery,"As a part of BCG's X OPERATE team you will be working to accelerate a growing business focused on Hyper Care, premium Maintenance / Support for BCG Software and……
Skills: Azure, Management, Multilingual, Spark, PaaS",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, Management, Multilingual, Spark, PaaS",61.0,2.0,manager
REIZEND PRIVATE LIMITED,Thiruvananthapuram,data science  ai ml engineer,"Certification or experience in data analysis, data mining, and statistical modelling is an added advantage. Familiarity with Jira and Agile methodology will be……
Skills: Jira, TensorFlow, Computer science, Power BI, Data mining",,0,-1,-1,-1.0,,,,,,," Jira, TensorFlow, Computer science, Power BI, Data mining",,1.0,data scientist
Wahy Lab Solutions,Cochin,data science intern,"hiring Interns for Data Science , Freshers can apply Job Types: Full-time, Permanent, Fresher Schedule: * Monday to Friday Work Location: In……
Skills: Data science",3.5,0,-1,-1,-1.0,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable, Data science,,0.0,data scientist
Boston Consulting Group,Delhi,global it infracloud engineer senior specialist,"Work collaboratively with application development, data protection, information security, and risk management teams to understand and implement data and cloud……
Skills: Jira, CI/CD, Azure, Customer service, DevOps",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Jira, CI/CD, Azure, Customer service, DevOps",61.0,2.0,cloud related
WSD Consultant,Bengaluru,junior data scientist,"candidate should qualify checklist written below: Ques: Does the candidate has strong knowledge in Data Science/ Machine Learning/ Artificial Intelligence ?……
Skills: Machine learning, Content development, Data science, Training & development, AI",5.0,0,-1,-1,-1.0,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable," Machine learning, Content development, Data science, Training & development, AI",,0.0,data scientist
IPCS Global solutions pvt ltd,India,python  data science trainer,"Excellent understanding of data visualization, data storytelling, and how to think about data problems in a business context and solving them using Machine……
Skills: Power BI, R, Tableau, Java, Machine learning",,0,-1,-1,-1.0,,,,,,," Power BI, R, Tableau, Java, Machine learning",,1.0,data scientist
AS Global Soft Tech,India,data science aiintern,"AS Global Soft Tech is currently providing an internship based on below Technolgies Datascience with AI Knowledge AS Global Soft Tech is a Design &……
Skills: iOS, Data science, AI",,0,-1,-1,-1.0,,,,,,," iOS, Data science, AI",,0.0,data scientist
Netomi,Gurgaon,data scientist  i prompt engineer,"Benchmarking: Conduct benchmarking studies to compare the performance of different prompts and identify best practices.…
Skills: TensorFlow, Machine learning, Natural language processing, Data science, AI",4.3,0,-1,-1,-1.0,51 to 200 Employees,2015,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable," TensorFlow, Machine learning, Natural language processing, Data science, AI",9.0,1.0,data scientist
Clarivate,Noida,senior healthcare research  data analyst,"The role comprises three broad functions: 1) market research and insights generation; 2) project management and execution; and 3) client service.…
Skills: Project management",3.6,0,-1,-1,-1.0,10000+ Employees,2016,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD), Project management,8.0,2.0,analyst
Globussoft Technologies,India,data science,"Develop custom data models and algorithms to apply to data sets. Extending company’s data with third party sources of information when needed.…
Skills: Data mining, NoSQL, SQL, Machine learning, Deep learning",4.2,0,-1,-1,-1.0,201 to 500 Employees,2009,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD)," Data mining, NoSQL, SQL, Machine learning, Deep learning",15.0,1.0,data scientist
